stn_id,stn_addr,stn_lat,stn_lng,nearby_id,nearby_km
ST-774,서울특별시 서초구 청계산로 10,37.462688,127.046112,ST-2662,0.2325110074084222
ST-773,서울특별시 서초구 강남대로 27,37.46769,127.04036,ST-2417,0.10270443406648062
ST-772,서울특별시 서초구 양재동 237-2,37.470165,127.03862,ST-1166,0.10461225905764995
ST-771,서울특별시 서초구 태봉로2길 24,37.462639,127.026619,ST-929,0.341540632255614
ST-770,서울특별시 서초구 바우뫼로18길 14,37.473614,127.03051,ST-879,0.37422112298922194
ST-77,서울특별시 마포구 월드컵북로 501,37.582855,126.879822,ST-2147,0.19353688960562476
ST-769,서울특별시 서초구 바우뫼로1길 35,37.477852,127.03891,ST-1165,0.05662165445287118
ST-768,서울특별시 서초구 강남대로 193,37.481491,127.036728,ST-1922,0.12278670176159254
ST-767,서울특별시 서초구 남부순환로 지하 2585,37.48399,127.03418,ST-816,0.13010765647865102
ST-766,서울특별시 강남구 논현로 201,37.485378,127.041702,ST-1654,0.27124665907603224
ST-765,서울특별시 서초구 서초대로 지하 294,37.494217,127.013786,ST-1305,0.07525350543210828
ST-764,서울특별시 서초구 서초중앙로 지하 31,37.484558,127.01487,ST-1404,0.15484365758799823
ST-763,서울특별시 서초구 사평대로 73,37.482159,127.002701,ST-3144,0.29893413061139873
ST-762,서울특별시 서초구 효령로36길 22,37.491112,127.022957,ST-1904,0.051061380025677686
ST-761,서울특별시 서초구 서초대로 405,37.496914,127.024963,ST-1900,0.22491259160493632
ST-760,서울특별시 동작구 사당로 지하 310,37.485828,126.982628,ST-923,0.09571158707687641
ST-76,서울특별시 마포구 월드컵북로 502-36,37.586189,126.881615,ST-110,0.19233817741100642
ST-759,서울특별시 서초구 방배천로 126,37.487011,126.984962,ST-760,0.24436316820039253
ST-758,서울특별시 서초구 방배동 388-5,37.489769,126.986763,ST-759,0.3453990579235227
ST-757,서울특별시 서초구 서초대로 지하 103,37.489052,126.992523,ST-1914,0.10389183078273011
ST-756,서울특별시 서초구 방배로1길 9,37.475182,127.001389,ST-3180,0.3743513639610494
ST-755,서울특별시 서초구 방배로9길 23,37.473759,126.995247,ST-3180,0.2259371650899594
ST-754,서울특별시 서초구 남부순환로 2183,37.47261,126.983009,ST-1257,0.13638581050048237
ST-753,서울특별시 동작구 동작대로 지하 3,37.478069,126.982033,ST-2362,0.12443666108699768
ST-752,서울특별시 서초구 방배로 110,37.485611,126.994682,ST-184,0.21041939729870646
ST-751,서울특별시 서초구 신반포로 10,37.500614,126.98616,ST-1915,0.32353177975674374
ST-750,서울특별시 서초구 신반포로 지하 188,37.506199,127.003944,ST-1910,0.17061848764631693
ST-749,서울특별시 서초구 나루터로4길 60,37.513046,127.005959,ST-1908,0.33723614202357866
ST-748,서울특별시 서초구 신반포로 지하 105,37.504116,126.99749,ST-1920,0.05667967985056715
ST-747,서울특별시 서초구 신반포로 지하 188,37.502232,127.002258,ST-2658,0.13453812233943588
ST-746,서울특별시 서초구 고무래로 89 반포써밋,37.500652,127.018616,ST-1405,0.32837084351385576
ST-745,서울특별시 서초구 사평대로 지하 285,37.505096,127.013107,ST-927,0.2823427361559022
ST-744,서울특별시 서초구 헌릉로8길 42,37.454357,127.062103,ST-3217,0.17409086776566277
ST-743,서울특별시 서초구 청계산로9길 76,37.453751,127.05938,ST-1558,0.25972081861377266
ST-742,서울특별시 서초구 청계산로 지하 179,37.448936,127.054375,ST-925,0.15285580707890292
ST-741,서울특별시 서초구 본마을2길 2,37.453281,127.051483,ST-1901,0.1683299261962118
ST-740,서울특별시 송파구 오금로 지하 321,37.502594,127.127647,ST-1072,0.11485077621874962
ST-74,서울특별시 마포구 월드컵로 251,37.566406,126.893669,ST-85,0.22194204365501263
ST-739,서울특별시 송파구 석촌호수로 298,37.512104,127.10778,ST-3214,0.046614504745640675
ST-738,서울특별시 송파구 성내천로 233,37.499756,127.152504,ST-2586,0.2436772121113034
ST-737,서울특별시 송파구 송파대로28길 24,37.493729,127.120621,ST-3230,0.11386479338908716
ST-736,서울특별시 노원구 한글비석로 235,37.649021,127.076408,ST-1282,0.22517088087047032
